UserID,UserName,Age,Gender,Email,TotalCourses,TotalSpending,AverageSpending,AverageCourseRating,PreferredCategory,PreferredLevel,DiversityScore,EnrollmentFrequency,LearningDepthIndex,Cluster
U02356,wjimenez,35,1,stevencampbell@gmail.com,1,0.0,0.0,1.59,6,0,1,1,1.0,1
U02357,tanya99,28,0,malloryturner@yahoo.com,2,0.0,0.0,2.79,1,0,2,2,1.0,1
U02358,cruzzachary,22,1,palmerwhitney@yahoo.com,4,1066.84,266.71,3.205,0,0,4,4,0.6666666666666666,2
U02359,martinstacey,32,0,singhlisa@yahoo.com,2,0.0,0.0,2.58,3,1,2,2,0.0,0
U02360,martin48,18,0,william32@hotmail.com,1,0.0,0.0,1.59,6,0,1,1,1.0,1
U02361,timothyperez,26,0,jennifer23@hotmail.com,2,327.99,163.995,2.265,3,1,2,2,0.0,2
U02362,julie09,33,0,christopher48@hotmail.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U02363,lisaschmidt,15,1,madeline47@yahoo.com,1,487.92,487.92,3.64,1,0,1,1,1.0,2
U02364,andrewjackson,29,0,john07@outlook.com,1,299.57,299.57,3.74,3,1,1,1,0.0,2
U02365,nstanton,34,0,vancefrank@yahoo.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U02366,willierichardson,19,0,hector56@yahoo.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U02367,ccooper,25,1,carterkristina@hotmail.com,1,0.0,0.0,3.15,1,0,1,1,1.0,1
U02368,amanda92,31,1,kbarnes@yahoo.com,4,451.37,112.8425,3.2525,3,0,4,4,4.0,1
U02369,jennifer31,16,1,jonathanjenkins@yahoo.com,2,0.0,0.0,3.465,5,0,2,2,0.5,1
U02370,zray,24,1,curtiswendy@gmail.com,14,1092.76,78.05428571428571,3.1721428571428576,1,2,11,14,0.8,3
U02371,nicole03,34,0,vellis@gmail.com,12,1569.7,130.80833333333334,2.833333333333333,0,0,8,12,0.8,3
U02372,kevinmunoz,35,1,travislewis@outlook.com,3,0.0,0.0,4.4,2,2,3,3,0.0,0
U02373,tommymiller,22,1,robert31@gmail.com,2,487.92,243.96,3.62,1,0,2,2,1.0,1
U02374,herreradavid,22,1,chadtrujillo@gmail.com,3,0.78,0.26,4.3566666666666665,7,0,2,3,2.0,1
U02375,jamesvelazquez,33,0,loriolson@yahoo.com,1,276.37,276.37,2.72,4,0,1,1,1.0,1
U02376,sharon88,19,0,qshaffer@gmail.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U02377,cnavarro,35,1,kristinhines@gmail.com,2,0.0,0.0,3.795,1,0,2,2,0.5,1
U02378,kevin20,23,1,michaelbruce@hotmail.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U02379,billydonovan,20,1,williamstracy@outlook.com,2,0.0,0.0,3.065,1,0,2,2,2.0,1
U02380,stephenyoung,24,0,codyperez@outlook.com,3,720.28,240.09333333333333,2.453333333333333,1,2,3,3,0.0,2
U02381,hhale,31,0,anthonyorr@yahoo.com,1,415.51,415.51,3.11,0,2,1,1,0.0,2
U02382,tiffany23,32,1,torreschristopher@gmail.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U02383,ewilson,21,1,oarmstrong@gmail.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U02384,oliverlori,22,1,cochranjason@gmail.com,3,119.04,39.68,2.5066666666666664,0,1,3,3,0.0,0
U02385,laurasullivan,30,1,anna98@hotmail.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U02386,anna29,35,1,smithkim@hotmail.com,4,299.57,74.8925,4.2075,3,1,4,4,0.0,0
U02387,jacobhall,31,1,vmcbride@yahoo.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U02388,donald35,23,1,austin14@hotmail.com,1,346.71,346.71,1.23,10,0,1,1,1.0,1
U02389,edward86,33,1,uperry@hotmail.com,2,177.34,88.67,3.52,1,0,2,2,2.0,1
U02390,jmurphy,28,0,brooksjames@hotmail.com,2,472.28,236.14,3.585,9,1,1,2,0.0,2
U02391,tinathomas,20,0,jonathanwagner@outlook.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U02392,jacobsonjason,21,1,kjordan@hotmail.com,2,212.39,106.195,3.3,5,0,2,2,1.0,1
U02393,angela68,18,1,daniel11@outlook.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U02394,edwardscolton,35,1,hicksbrian@outlook.com,1,299.57,299.57,3.74,3,1,1,1,0.0,2
U02395,bcox,32,0,lrobles@outlook.com,3,0.0,0.0,4.3500000000000005,2,1,3,3,0.0,0
U02396,jody90,16,0,vhanson@gmail.com,1,212.39,212.39,3.15,5,0,1,1,1.0,1
U02397,qalvarado,22,1,campbellmichelle@gmail.com,1,0.0,0.0,3.85,9,1,1,1,0.0,0
U02398,richardsonstephen,26,0,qwalters@hotmail.com,2,248.88,124.44,2.545,0,0,2,2,0.5,1
U02399,johnnunez,22,1,okirk@hotmail.com,1,0.0,0.0,2.01,8,0,1,1,1.0,1
U02400,rodriguezanthony,17,1,jenniferwolf@hotmail.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U02401,bturner,28,1,marshallsuzanne@outlook.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U02402,taylor51,19,0,pricevictor@outlook.com,1,0.0,0.0,3.15,1,0,1,1,1.0,1
U02403,rivasamanda,18,0,cclark@hotmail.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U02404,nmoreno,28,1,dylan47@hotmail.com,2,53.86,26.93,3.575,6,1,2,2,0.0,0
U02405,brooksmichael,25,0,kavila@yahoo.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U02406,stoutjames,23,0,combsjeffrey@gmail.com,2,314.26,157.13,2.01,4,0,2,2,2.0,1
U02407,narroyo,27,1,sandra79@outlook.com,2,0.0,0.0,4.3950000000000005,2,1,2,2,0.0,0
U02408,ynixon,34,0,bbrown@hotmail.com,1,0.0,0.0,1.13,7,1,1,1,0.0,0
U02409,catherine06,24,0,rachelclark@yahoo.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U02410,vblackburn,18,1,sandra06@yahoo.com,12,1444.12,120.34333333333336,3.4416666666666664,5,0,10,12,1.6666666666666667,3
U02411,swansonjose,31,0,ybutler@yahoo.com,1,37.89,37.89,1.3,11,0,1,1,1.0,1
U02412,kirbycharles,15,0,robin34@hotmail.com,1,0.0,0.0,2.98,8,0,1,1,1.0,1
U02413,umata,25,1,angela36@gmail.com,2,0.0,0.0,4.445,6,0,2,2,1.0,1
U02414,jessica21,21,1,reneeperez@yahoo.com,3,472.28,157.42666666666665,4.23,9,1,2,3,0.0,0
U02415,matthewchaney,33,1,angela30@hotmail.com,11,1568.1699999999998,142.56090909090906,2.9454545454545453,0,1,7,11,0.6,3
U02416,jessica99,24,0,allenrodriguez@yahoo.com,1,0.0,0.0,4.45,4,0,1,1,1.0,1
U02417,leslienolan,34,0,broth@yahoo.com,1,0.0,0.0,2.01,8,0,1,1,1.0,1
U02418,carrollmartin,23,1,randysanchez@yahoo.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U02419,ujones,17,0,wilsonmark@gmail.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U02420,valdezbarbara,20,0,canthony@gmail.com,1,0.0,0.0,4.11,8,2,1,1,0.0,0
U02421,brownsteven,15,0,hramos@hotmail.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U02422,bridgetrivera,21,0,vanessawhitehead@hotmail.com,1,57.32,57.32,4.74,11,0,1,1,1.0,1
U02423,bassemily,32,0,nswanson@hotmail.com,2,445.67,222.835,2.04,3,0,2,2,0.5,2
U02424,chadcollins,31,0,qbauer@yahoo.com,1,0.0,0.0,4.73,7,2,1,1,0.0,0
U02425,brittany68,24,0,woodsjordan@outlook.com,2,0.0,0.0,4.075,0,1,2,2,0.0,0
U02426,lindamiller,19,0,julie78@outlook.com,1,299.57,299.57,3.74,3,1,1,1,0.0,2
U02427,vincent89,31,0,lorihernandez@hotmail.com,15,893.0,59.53333333333333,3.372,11,0,9,15,0.8333333333333334,3
U02428,buckandrea,30,1,emmacarr@yahoo.com,2,548.22,274.11,4.645,0,0,2,2,0.5,2
U02429,kylie71,30,0,johnmorales@gmail.com,3,0.0,0.0,2.023333333333333,9,1,2,3,0.0,0
U02430,brianhunter,29,1,ramirezchristine@outlook.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U02431,jamesturner,16,1,phillipblack@yahoo.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U02432,gyoung,30,0,bgonzalez@outlook.com,15,1593.46,106.23066666666666,2.9373333333333336,3,1,10,15,0.5,3
U02433,snowjoseph,15,0,lisa03@yahoo.com,1,117.68,117.68,2.57,3,0,1,1,1.0,1
U02434,mooremathew,31,1,john15@yahoo.com,1,0.0,0.0,3.85,9,1,1,1,0.0,0
U02435,destiny40,17,1,veronica90@gmail.com,1,487.92,487.92,3.64,1,0,1,1,1.0,2
U02436,janet40,16,1,brownpatty@outlook.com,3,445.67,148.55666666666667,2.4666666666666663,3,1,3,3,0.3333333333333333,2
U02437,trevortorres,15,1,jamie99@gmail.com,1,0.0,0.0,2.98,8,0,1,1,1.0,1
U02438,millersandra,28,0,daniel65@gmail.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U02439,stokestiffany,22,0,longlisa@gmail.com,1,276.37,276.37,2.72,4,0,1,1,1.0,1
U02440,foxleah,26,0,clarkfrancisco@hotmail.com,1,0.0,0.0,4.11,8,2,1,1,0.0,0
U02441,rebekahtate,33,1,donaldmorton@hotmail.com,1,0.0,0.0,4.44,5,1,1,1,0.0,0
U02442,madisonmoore,23,1,boothjames@hotmail.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U02443,jeremy50,22,0,warnermichael@gmail.com,2,95.21,47.605,3.02,11,0,1,2,2.0,1
U02444,karen32,28,0,donaldlucas@gmail.com,1,0.0,0.0,1.91,2,2,1,1,0.0,0
U02445,smithtyler,26,0,jessica44@gmail.com,14,1507.12,107.65142857142855,2.71,7,2,10,14,1.0,3
U02446,frankrobinson,29,1,kristinyu@outlook.com,2,490.9,245.45,3.935,0,1,2,2,0.0,2
U02447,johnsmith,31,0,chelseagriffith@gmail.com,1,0.0,0.0,4.45,4,0,1,1,1.0,1
U02448,bendertrevor,17,1,whiteryan@outlook.com,2,0.0,0.0,2.81,4,0,2,2,1.0,1
U02449,sandraunderwood,32,1,ymarquez@gmail.com,1,285.05,285.05,1.96,1,1,1,1,0.0,2
U02450,kendrakirk,30,0,michellewalker@yahoo.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U02451,vrivera,31,1,katiespencer@hotmail.com,2,0.0,0.0,3.035,8,0,2,2,0.5,1
U02452,sarah62,23,0,jacobgarner@yahoo.com,2,0.0,0.0,2.865,4,0,2,2,0.5,1
U02453,mharris,29,0,zking@outlook.com,1,212.39,212.39,3.15,5,0,1,1,1.0,1
U02454,chelseabeck,28,1,eallen@outlook.com,2,0.0,0.0,2.335,1,0,2,2,2.0,1
U02455,thompsonchristopher,34,1,ronaldkaiser@outlook.com,1,0.0,0.0,2.0,1,0,1,1,1.0,1
U02456,tristanwood,35,1,jacobsonpeter@gmail.com,1,0.0,0.0,3.93,2,2,1,1,0.0,0
U02457,melindahill,31,0,icervantes@gmail.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U02458,ushelton,26,0,bensontracey@yahoo.com,2,443.7,221.85,2.63,1,0,2,2,1.0,1
U02459,ayersmartha,33,1,sharonsilva@yahoo.com,12,625.46,52.12166666666667,3.0966666666666662,4,1,9,12,0.6666666666666666,3
U02460,reyesashley,21,0,jasonsnyder@gmail.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U02461,krystal97,15,0,beckerrussell@hotmail.com,2,0.0,0.0,2.765,1,0,2,2,2.0,1
U02462,martinezmegan,26,1,omiller@yahoo.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U02463,trujillocory,29,1,kristincisneros@yahoo.com,1,0.0,0.0,4.68,10,1,1,1,0.0,0
U02464,wendy76,21,0,timothyreilly@outlook.com,1,0.0,0.0,3.85,9,1,1,1,0.0,0
U02465,umccormick,27,1,danielkelly@hotmail.com,2,0.0,0.0,3.695,4,1,2,2,0.0,0
U02466,paul83,23,1,morrisshelby@outlook.com,4,365.96,91.49,3.285,0,2,4,4,1.0,0
U02467,careyroger,19,1,justinchen@hotmail.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U02468,morriscrystal,29,0,odombrian@gmail.com,3,0.0,0.0,4.346666666666667,3,2,3,3,0.0,0
U02469,tiffany70,21,1,jonespaul@gmail.com,2,0.0,0.0,2.3,9,1,2,2,0.0,0
U02470,jillhaynes,34,1,josephwalker@outlook.com,13,734.32,56.48615384615385,2.6907692307692312,4,0,7,13,0.8333333333333334,3
U02471,kelly63,16,0,jose38@outlook.com,1,326.02,326.02,2.69,1,2,1,1,0.0,2
U02472,tina16,17,1,forbeskatie@yahoo.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U02473,angela83,31,0,scardenas@outlook.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U02474,prodriguez,27,1,phicks@yahoo.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U02475,wilsoncynthia,35,1,zchavez@hotmail.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U02476,wfigueroa,34,0,reyeskaylee@gmail.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U02477,ryanrobin,17,1,dunnangelica@gmail.com,1,342.61,342.61,4.84,10,2,1,1,0.0,2
U02478,ryan22,30,1,carrillodawn@outlook.com,2,490.9,245.45,4.24,0,1,2,2,0.0,2
U02479,scottadams,19,0,matakimberly@gmail.com,4,285.05,71.2625,2.9475,1,1,4,4,0.0,0
U02480,walshjerry,35,1,bill47@yahoo.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U02481,steven03,29,1,teresa68@gmail.com,1,0.0,0.0,2.98,8,0,1,1,1.0,1
U02482,jenniferharris,35,1,amyperez@hotmail.com,2,0.0,0.0,2.725,0,0,2,2,0.5,1
U02483,nicole09,25,1,ahuang@hotmail.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U02484,newmanangela,25,0,sarahburnett@gmail.com,4,285.05,71.2625,2.045,1,1,4,4,0.3333333333333333,0
U02485,christopherstevenson,22,1,cnavarro@hotmail.com,14,621.35,44.38214285714286,3.361428571428572,8,0,8,14,1.0,3
U02486,browntonya,29,1,susan38@outlook.com,2,177.34,88.67,4.275,5,0,1,2,1.0,1
U02487,glivingston,23,1,brittany60@hotmail.com,1,0.0,0.0,2.98,8,0,1,1,1.0,1
U02488,daniellealexander,27,0,mcclurejames@outlook.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U02489,thompsonanne,18,1,zwright@gmail.com,1,0.0,0.0,3.65,3,1,1,1,0.0,0
U02490,xmoore,24,0,richardbrown@yahoo.com,13,0.78,0.06,3.7130769230769234,3,1,8,13,0.6666666666666666,3
U02491,jameschristensen,17,0,leekathleen@gmail.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U02492,courtneytyler,19,1,brandynorris@hotmail.com,1,0.0,0.0,3.93,2,2,1,1,0.0,0
U02493,heatherwebster,22,0,riverastanley@outlook.com,1,0.0,0.0,1.91,2,2,1,1,0.0,0
U02494,cory11,32,1,othomas@yahoo.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U02495,bdavis,28,1,natalie97@gmail.com,2,89.59,44.795,3.5600000000000005,0,1,2,2,0.0,0
U02496,luke25,33,0,raven54@gmail.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U02497,margaret73,26,0,rushshawn@outlook.com,2,0.0,0.0,2.85,2,0,2,2,0.5,1
U02498,dylan64,20,0,qcollins@hotmail.com,1,0.0,0.0,1.28,9,1,1,1,0.0,0
U02499,farrellkeith,28,1,mcclaindana@yahoo.com,1,0.0,0.0,2.67,11,0,1,1,1.0,1
U02500,brett07,29,1,stephaniejohnson@hotmail.com,1,0.0,0.0,4.11,8,2,1,1,0.0,0
U02501,ggrant,16,0,brent60@outlook.com,1,0.0,0.0,3.45,10,2,1,1,0.0,0
U02502,marie50,16,0,dianeowen@yahoo.com,1,0.0,0.0,2.0,1,0,1,1,1.0,1
U02503,nholt,16,0,robert11@gmail.com,2,0.0,0.0,2.725,2,0,2,2,1.0,1
U02504,omoon,34,0,gbaldwin@yahoo.com,4,326.02,81.505,3.0225,1,0,3,4,3.0,1
U02505,kristieharris,35,0,lisa70@hotmail.com,1,248.1,248.1,1.2,0,1,1,1,0.0,2
U02506,jasongriffin,16,0,hendersonmichael@gmail.com,1,285.05,285.05,1.96,1,1,1,1,0.0,2
U02507,millerlindsay,32,0,rossseth@gmail.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U02508,athomas,32,1,rbailey@yahoo.com,1,0.0,0.0,4.51,4,1,1,1,0.0,0
U02509,robert07,24,1,greencheryl@hotmail.com,3,0.78,0.26,3.1633333333333336,1,0,3,3,2.0,1
U02510,pamela57,23,1,bernardmorgan@hotmail.com,2,0.0,0.0,3.78,9,1,2,2,0.0,0
U02511,vasquezmichael,30,0,abates@hotmail.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U02512,qruiz,15,0,klineelizabeth@yahoo.com,14,934.95,66.78214285714286,3.1221428571428573,10,2,8,14,0.6,3
U02513,thompsonmegan,23,1,iferguson@yahoo.com,1,472.28,472.28,4.74,9,1,1,1,0.0,2
U02514,brendan22,17,1,william83@yahoo.com,2,0.0,0.0,4.045,0,0,2,2,0.5,1
U02515,nicole11,15,1,theresawilliams@gmail.com,11,996.46,90.58727272727272,3.016363636363636,2,1,8,11,0.5714285714285714,3
U02516,gpatrick,32,1,rbarnes@yahoo.com,1,0.0,0.0,2.98,8,0,1,1,1.0,1
U02517,brenda54,30,0,kevinhill@yahoo.com,2,464.39,232.195,1.9,3,0,2,2,2.0,1
U02518,jgonzales,19,0,tranrodney@outlook.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U02519,christina77,29,1,vpeters@hotmail.com,2,89.59,44.795,3.165,0,1,2,2,0.0,0
U02520,stephanie87,29,1,racheljohnson@yahoo.com,1,0.0,0.0,3.64,0,1,1,1,0.0,0
U02521,virginiamckee,25,1,danielvasquez@hotmail.com,4,89.59,22.3975,4.135,0,2,4,4,0.5,0
U02522,lrobles,21,0,kevinwilson@outlook.com,1,117.68,117.68,2.57,3,0,1,1,1.0,1
U02523,brookscarrie,31,1,paulcarey@outlook.com,1,0.0,0.0,1.59,6,0,1,1,1.0,1
U02524,gloriarollins,32,1,camposmaria@gmail.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U02525,thomasjulie,25,1,johnsonjared@outlook.com,1,0.0,0.0,1.13,7,1,1,1,0.0,0
U02526,maria48,30,0,floydchad@gmail.com,2,461.65,230.825,3.795,6,2,2,2,0.0,2
U02527,coleroy,32,0,stacyhill@yahoo.com,1,0.0,0.0,4.68,10,1,1,1,0.0,0
U02528,robert60,35,1,aaronbishop@outlook.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U02529,dunnamy,17,0,carpentercourtney@outlook.com,3,299.57,99.85666666666668,3.9500000000000006,3,1,3,3,0.3333333333333333,0
U02530,jblanchard,21,1,dana90@outlook.com,1,472.28,472.28,4.74,9,1,1,1,0.0,2
U02531,mikemcmahon,22,0,kayla45@hotmail.com,4,0.0,0.0,3.4800000000000004,7,2,3,4,1.0,0
U02532,haley17,26,1,adam37@outlook.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U02533,alan48,18,0,patrick75@hotmail.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U02534,toddthomas,25,0,brandon22@gmail.com,2,0.0,0.0,3.59,4,0,2,2,0.5,1
U02535,scottwallace,26,0,crystalwood@yahoo.com,2,327.99,163.995,3.12,7,1,2,2,0.0,0
U02536,mark89,16,1,jennifer15@gmail.com,2,0.0,0.0,2.435,11,0,1,2,0.5,1
U02537,patriciaherrera,31,0,randerson@yahoo.com,12,1763.05,146.92083333333332,3.831666666666667,0,0,8,12,0.8,3
U02538,ogregory,18,1,meyerhenry@hotmail.com,1,0.0,0.0,1.91,2,2,1,1,0.0,0
U02539,echristian,20,0,ryan43@outlook.com,2,394.26,197.13,3.1450000000000005,2,1,1,2,0.0,2
U02540,dphillips,33,0,amy41@gmail.com,15,1028.3,68.55333333333333,3.033333333333333,0,0,11,15,0.8333333333333334,3
U02541,rubiomichelle,18,0,probinson@yahoo.com,13,1775.24,136.55692307692308,3.635384615384616,0,1,8,13,0.4285714285714285,3
U02542,zholloway,35,0,castanedaryan@outlook.com,13,815.93,62.76384615384615,3.233846153846154,7,0,7,13,1.0,3
U02543,rayduncan,28,1,dianamendoza@outlook.com,1,0.0,0.0,3.64,0,1,1,1,0.0,0
U02544,omarhill,29,1,laura10@outlook.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U02545,dianewebster,16,0,urosales@outlook.com,2,0.0,0.0,2.92,2,2,1,2,0.0,0
U02546,smithamy,27,0,ufrazier@yahoo.com,1,285.05,285.05,1.96,1,1,1,1,0.0,2
U02547,ryanallen,30,0,toliver@gmail.com,1,0.0,0.0,3.6,3,2,1,1,0.0,0
U02548,stephenclark,25,1,ctaylor@gmail.com,2,487.92,243.96,3.785,1,0,2,2,1.0,1
U02549,andrewatkins,27,1,annaroth@gmail.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U02550,rebeccajones,18,1,belindaandrews@gmail.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U02551,schneidermary,25,1,reillylee@yahoo.com,1,0.0,0.0,2.67,11,0,1,1,1.0,1
U02552,donovandylan,27,1,chambersrobert@yahoo.com,1,0.0,0.0,4.51,4,1,1,1,0.0,0
U02553,richardmoreno,35,0,elizabeth94@hotmail.com,2,487.92,243.96,2.775,1,0,2,2,1.0,1
U02554,sandersmarcia,32,1,philip02@outlook.com,1,299.57,299.57,3.74,3,1,1,1,0.0,2
U02555,smithlauren,15,1,charlestapia@hotmail.com,1,0.0,0.0,4.51,4,1,1,1,0.0,0
U02556,andersonraymond,18,0,amy65@gmail.com,1,276.37,276.37,2.72,4,0,1,1,1.0,1
U02557,heatherdurham,25,0,elizabeth11@hotmail.com,1,0.0,0.0,3.64,0,1,1,1,0.0,0
U02558,emily94,23,0,bbowman@hotmail.com,4,0.78,0.195,3.6725,2,2,4,4,0.5,0
U02559,shermanryan,33,0,april23@yahoo.com,1,0.0,0.0,4.45,4,0,1,1,1.0,1
U02560,nicole69,22,1,samantha87@outlook.com,1,0.0,0.0,3.65,3,1,1,1,0.0,0
U02561,lewisbrian,33,1,christinajohnson@gmail.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U02562,richardsonryan,18,1,froberts@hotmail.com,4,326.02,81.505,3.09,1,1,4,4,0.0,0
U02563,josephpatton,27,1,cheyenneyoung@hotmail.com,1,0.0,0.0,3.93,2,2,1,1,0.0,0
U02564,johnwallace,19,0,nicoleperez@yahoo.com,13,1558.96,119.92,3.1046153846153848,2,1,8,13,0.5,3
U02565,hgibson,32,1,kmay@gmail.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U02566,stevenbennett,30,0,hayesbradley@outlook.com,14,1608.62,114.90142857142855,3.367142857142857,9,1,10,14,0.375,3
U02567,jeremycunningham,35,1,gchavez@hotmail.com,1,0.0,0.0,1.81,7,0,1,1,1.0,1
U02568,parker04,33,0,mjackson@gmail.com,2,0.0,0.0,3.71,5,0,2,2,0.5,1
U02569,gomezjoseph,35,0,natalie36@outlook.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U02570,jasonlopez,25,0,taylorjohn@yahoo.com,1,472.28,472.28,4.74,9,1,1,1,0.0,2
U02571,youngmarcus,20,0,zwilliams@hotmail.com,1,0.0,0.0,1.91,2,2,1,1,0.0,0
U02572,michaelrivera,33,0,millermatthew@outlook.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U02573,christinaduncan,28,0,williamsjessica@hotmail.com,1,0.0,0.0,1.28,9,1,1,1,0.0,0
U02574,whitneyharris,24,1,jeremy77@yahoo.com,1,346.71,346.71,1.23,10,0,1,1,1.0,1
U02575,burtonjill,30,0,aprilmiller@hotmail.com,2,285.05,142.525,1.545,1,1,2,2,0.0,2
U02576,jlucas,17,0,alicia11@outlook.com,1,117.68,117.68,2.57,3,0,1,1,1.0,1
U02577,wlogan,21,0,dennissilva@yahoo.com,2,285.05,142.525,3.035,1,1,2,2,0.0,2
U02578,dawnthomas,15,1,dcarroll@outlook.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U02579,john68,28,0,edwardskayla@gmail.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U02580,schneidercourtney,17,0,smithrebecca@gmail.com,1,285.05,285.05,1.96,1,1,1,1,0.0,2
U02581,aaronmitchell,22,0,rwashington@yahoo.com,2,346.71,173.355,2.67,8,0,2,2,1.0,1
U02582,denisefuller,23,1,colontonya@gmail.com,15,648.64,43.242666666666665,3.786666666666667,2,1,10,15,0.25,3
U02583,benjamin13,33,1,traceyromero@outlook.com,14,759.86,54.27571428571429,2.845,3,1,10,14,0.7142857142857143,3
U02584,hobbstonya,20,1,walkerandrea@outlook.com,2,0.78,0.39,3.135,2,0,2,2,2.0,1
U02585,ashields,32,1,weaverkatherine@outlook.com,2,465.75,232.875,1.99,6,0,2,2,1.0,1
U02586,kbaker,23,1,meganshea@hotmail.com,1,0.0,0.0,3.64,0,1,1,1,0.0,0
U02587,sgonzales,30,1,heather05@gmail.com,2,285.05,142.525,2.905,1,1,2,2,0.0,2
U02588,amycortez,18,1,stephanie24@outlook.com,1,415.51,415.51,3.11,0,2,1,1,0.0,2
U02589,davidfrancis,26,0,mercedessmith@yahoo.com,1,0.78,0.78,3.89,7,0,1,1,1.0,1
U02590,michaelwilliams,20,1,harrisonmatthew@gmail.com,2,248.1,124.05,2.93,0,1,2,2,0.0,2
U02591,oberry,33,1,catherinemalone@gmail.com,1,0.0,0.0,4.73,7,2,1,1,0.0,0
U02592,gibbsbrian,15,1,andreanewman@outlook.com,2,472.28,236.14,4.84,2,1,2,2,0.0,2
U02593,thunter,16,1,uroberts@gmail.com,12,1432.53,119.3775,3.4291666666666667,2,0,10,12,0.8571428571428571,3
U02594,dawn83,18,0,jermaine63@hotmail.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U02595,jrogers,17,1,aaron43@gmail.com,1,0.78,0.78,3.89,7,0,1,1,1.0,1
U02596,dickersoneugene,19,0,kevinclements@hotmail.com,1,212.39,212.39,3.15,5,0,1,1,1.0,1
U02597,tarnold,17,0,samantha35@outlook.com,2,269.71,134.855,3.945,5,0,2,2,2.0,1
U02598,nicole35,25,0,ericgallegos@outlook.com,1,0.0,0.0,3.6,3,2,1,1,0.0,0
U02599,joel17,33,0,zbrock@gmail.com,2,436.3,218.15,1.955,0,0,2,2,1.0,1
U02600,howardpotter,17,1,ngates@outlook.com,3,623.0799999999999,207.6933333333333,2.11,2,0,3,3,3.0,1
U02601,cabreradevin,19,0,reiddaniel@hotmail.com,4,0.0,0.0,2.9675,0,1,4,4,0.25,0
U02602,mjohnson,33,1,delacruzlori@gmail.com,13,974.75,74.98076923076923,3.398461538461538,2,2,9,13,1.0,3
U02603,fosterwilliam,31,0,oholmes@hotmail.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U02604,ericaweaver,16,1,nicholasmitchell@yahoo.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U02605,leachkayla,22,1,jhardin@outlook.com,12,1083.68,90.30666666666669,3.4175,8,0,7,12,1.0,3
